OLUR_00005389 	 Q9JLI7
OLUR_00000659 	 P0CB86
OLUR_00018512 	 P43117
OLUR_00014981 	 P55043
OLUR_00022745 	 Q09638
OLUR_00016098 	 P32250
OLUR_00013567 	 Q9UKU7
OLUR_00013203 	 Q99J87
OLUR_00022442 	 Q2KIJ2
OLUR_00017908 	 P61208
OLUR_00023477 	 Q6GMG8
OLUR_00013941 	 P27139
OLUR_00003165 	 Q9I8X3
OLUR_00023195 	 E1BD59
OLUR_00015075 	 O08564
OLUR_00007532 	 Q5ND28
OLUR_00008341 	 Q8N2E2
OLUR_00001635 	 Q9Y493
OLUR_00010371 	 Q86Z23
OLUR_00018720 	 Q62210
OLUR_00006426 	 B3EWZ5
OLUR_00005065 	 Q9P2N4
OLUR_00017665 	 Q9BU79
OLUR_00019133 	 Q9D7P6
OLUR_00021499 	 O15990
OLUR_00008598 	 B8JLV7
OLUR_00004849 	 P70031
OLUR_00012997 	 Q28113
OLUR_00006405 	 P19073
OLUR_00003468 	 P27715
OLUR_00020010 	 C5BMZ8
OLUR_00008071 	 Q6TMK8
OLUR_00015407 	 Q5M2D4
OLUR_00021125 	 A2VDD2
OLUR_00021527 	 Q9BRX5
OLUR_00000891 	 Q96RW7
OLUR_00020107 	 Q6GM59
OLUR_00021624 	 Q58DS3
OLUR_00014748 	 Q96BM9
OLUR_00018760 	 Q5XGG2
OLUR_00017298 	 Q8K385
OLUR_00005296 	 Q9SL56
OLUR_00015701 	 P33316
OLUR_00001329 	 Q01518
OLUR_00016869 	 Q7SXP4
OLUR_00000363 	 Q6S5H5
OLUR_00020620 	 Q0VCN3
OLUR_00002616 	 Q9CZX2
OLUR_00012921 	 Q0V9R4
OLUR_00021198 	 Q1RMS8
OLUR_00010353 	 Q9H2S1
OLUR_00008002 	 Q8VHK0
OLUR_00012790 	 Q9JIS1
OLUR_00006932 	 P42577
OLUR_00008605 	 Q8NBI5
OLUR_00019587 	 Q5R806
OLUR_00023721 	 Q99LU8
OLUR_00010901 	 Q06805
OLUR_00018003 	 Q921A2
OLUR_00012687 	 Q9NYQ6
OLUR_00003596 	 Q24256
OLUR_00022625 	 A0JM12
OLUR_00006226 	 Q96I24
OLUR_00018776 	 O77408
OLUR_00011967 	 A0A0N9E2K8
OLUR_00012530 	 Q91VP7
OLUR_00013246 	 O44252
OLUR_00010310 	 Q07837
OLUR_00020130 	 Q6DCX5
OLUR_00008440 	 Q96MM6
OLUR_00008439 	 O43301
OLUR_00004466 	 P47758
OLUR_00017704 	 Q9GLG2
OLUR_00017285 	 Q6UPE0
OLUR_00005875 	 Q9Y4R7
OLUR_00017710 	 Q90632
OLUR_00017600 	 Q9D5V6
OLUR_00010282 	 Q02280
OLUR_00005682 	 Q6QNK2
OLUR_00004699 	 Q6ZUK4
OLUR_00004698 	 A3AJ77
OLUR_00023518 	 Q01484
OLUR_00004592 	 Q5R8G5
OLUR_00004593 	 Q3ZCC3
OLUR_00002749 	 O02768
OLUR_00011318 	 P17972
OLUR_00002509 	 Q5T0B9
OLUR_00004434 	 O22558
OLUR_00019128 	 Q09638
OLUR_00011906 	 Q9D4D4
OLUR_00011907 	 Q9UBK9
OLUR_00009991 	 P86862
OLUR_00009697 	 P53396
OLUR_00009265 	 Q6ZRR5
OLUR_00001255 	 Q9SE95
OLUR_00001188 	 Q8TCQ1
OLUR_00008509 	 Q9BX93
OLUR_00022940 	 D3YXG0
OLUR_00022231 	 Q9Y2P4
OLUR_00010665 	 G3V9D0
OLUR_00002991 	 Q4V8D9
OLUR_00002993 	 Q2L969
OLUR_00002992 	 Q96CD2
OLUR_00007558 	 Q9GL21
OLUR_00012691 	 P16157
OLUR_00012692 	 Q7T163
OLUR_00020829 	 Q06807
OLUR_00005032 	 Q63690
OLUR_00005031 	 Q7YT83
OLUR_00012911 	 P21941
OLUR_00012912 	 Q05707
OLUR_00006905 	 Q5ND28
OLUR_00001400 	 Q9RT38
OLUR_00001399 	 Q63060
OLUR_00017166 	 A6QLA0
OLUR_00015156 	 B3EWZ6
OLUR_00014827 	 Q96MM6
OLUR_00009009 	 Q9VFD5
OLUR_00019438 	 Q8HXX6
OLUR_00024515 	 Q8K3K9
OLUR_00017031 	 Q9BXJ4
OLUR_00023908 	 A2AX52
OLUR_00002772 	 Q2TB18
OLUR_00002774 	 A8WQK3
OLUR_00002771 	 Q2TB18
OLUR_00003091 	 Q9CZJ2
OLUR_00003090 	 O43301
OLUR_00010466 	 Q5RBP9
OLUR_00010465 	 Q5RBP9
OLUR_00007761 	 H3ZPL1
OLUR_00012211 	 Q6PB06
OLUR_00007876 	 Q5XPI4
OLUR_00019913 	 Q7TQK4
OLUR_00018719 	 Q6AY53
OLUR_00017376 	 B3EWY9
OLUR_00022090 	 Q9Y4A5
OLUR_00015696 	 F6S675
OLUR_00010444 	 Q5GLH2
OLUR_00015205 	 O88513
OLUR_00014541 	 P17972
OLUR_00005016 	 Q4SQJ2
OLUR_00008188 	 Q8BYI9
OLUR_00018889 	 Q7SXW3
OLUR_00012112 	 Q6TLF6
OLUR_00006922 	 Q96MT7
OLUR_00016011 	 P43006
OLUR_00007916 	 O70247
OLUR_00011331 	 E1BD59
OLUR_00010881 	 Q8K1S5
OLUR_00012376 	 O75293
OLUR_00015589 	 P19803
OLUR_00012669 	 Q5U4S8
OLUR_00011721 	 Q55E58
OLUR_00015857 	 Q9V4A7
OLUR_00015549 	 Q96B36
OLUR_00005361 	 Q21268
OLUR_00005363 	 G5EFC3
OLUR_00003360 	 Q4ZHW1
OLUR_00003359 	 Q7ZSX3
OLUR_00024233 	 Q4V885
OLUR_00021848 	 P21757
OLUR_00019173 	 Q91618
OLUR_00019172 	 Q626B1
OLUR_00009092 	 Q5ZKJ5
OLUR_00005846 	 Q5BKQ4
OLUR_00020076 	 V5NAL9
OLUR_00022296 	 Q9P215
OLUR_00024014 	 O75093
OLUR_00020114 	 O95071
OLUR_00020113 	 P51592
OLUR_00003601 	 A7RR34
OLUR_00020420 	 Q5R7N2
OLUR_00004347 	 Q5T7P8
OLUR_00017995 	 Q80X19
OLUR_00007496 	 Q17R09
OLUR_00014853 	 O45782
OLUR_00018027 	 Q8WU66
OLUR_00023438 	 Q02053
OLUR_00005216 	 Q8SPP9
OLUR_00014072 	 Q9H5L6
OLUR_00019567 	 P97868
OLUR_00018039 	 P28191
OLUR_00023548 	 Q80T91
OLUR_00024208 	 Q29RQ5
OLUR_00005000 	 A9CJC9
OLUR_00020163 	 P62932
OLUR_00004217 	 P55861
OLUR_00008703 	 Q80V70
OLUR_00008704 	 O75095
OLUR_00014727 	 Q5F389
OLUR_00015552 	 Q5ZLC8
OLUR_00019384 	 Q7KZN9
OLUR_00014860 	 Q6NYU7
OLUR_00015901 	 Q9BYJ9
OLUR_00013422 	 P06795
OLUR_00016240 	 Q95LM1
OLUR_00014017 	 Q5XIP9
OLUR_00013964 	 P17972
OLUR_00016553 	 V5NAL9
OLUR_00015507 	 A0JNA8
OLUR_00020246 	 Q4KLG9
OLUR_00014730 	 Q5IS76
OLUR_00006270 	 Q8TCJ2
OLUR_00004238 	 Q60648
OLUR_00004239 	 Q6P1Q0
OLUR_00006826 	 A2RRW4
OLUR_00018890 	 Q0EEE2
OLUR_00023104 	 Q92180
OLUR_00022927 	 Q9V7A7
OLUR_00019448 	 Q2KMM2
OLUR_00016751 	 P50237
OLUR_00018688 	 Q5RDZ2
OLUR_00017654 	 Q8N5Y2
OLUR_00018262 	 Q53G44
OLUR_00002370 	 Q1RDC8
OLUR_00014505 	 Q2EMV9
OLUR_00001877 	 Q6NP60
OLUR_00023069 	 P06867
OLUR_00001366 	 C6KFA3
OLUR_00005020 	 Q86SQ7
OLUR_00024607 	 Q9BXJ4
OLUR_00005969 	 Q15276
OLUR_00001535 	 P27674
OLUR_00001536 	 Q8K268
OLUR_00008016 	 Q13330
OLUR_00017850 	 Q08BL3
OLUR_00007077 	 Q06805
OLUR_00007078 	 Q9W6V5
OLUR_00024391 	 P18503
OLUR_00019709 	 Q9Y2U9
OLUR_00009321 	 O08795
OLUR_00005819 	 O73689
OLUR_00013872 	 Q9Y2Z2
OLUR_00023639 	 Q6PCJ1
OLUR_00020230 	 A3KPQ7
OLUR_00004163 	 Q8IVV2
OLUR_00004162 	 Q2NL11
OLUR_00004677 	 Q60803
OLUR_00008222 	 Q8XJR3
OLUR_00021019 	 P22105
OLUR_00005120 	 Q5G268
OLUR_00023601 	 Q9Y5X5
OLUR_00021501 	 Q2V897
OLUR_00013157 	 Q7PD79
OLUR_00019295 	 Q9QWG7
OLUR_00009490 	 Q96GP6
OLUR_00001251 	 Q9DBX3
OLUR_00022803 	 Q8BYI9
OLUR_00002396 	 P18910
OLUR_00010212 	 Q14162
OLUR_00016300 	 Q9BQI3
OLUR_00015591 	 Q6V0I7
OLUR_00021372 	 Q05481
OLUR_00005976 	 P08043
OLUR_00005211 	 Q9ULK0
OLUR_00020336 	 Q641B9
OLUR_00009221 	 Q9CZV8
OLUR_00004133 	 Q9CR11
OLUR_00008248 	 Q9VPF0
OLUR_00014683 	 Q5ZJI9
OLUR_00000213 	 Q8CDK2
OLUR_00012753 	 Q80ZA4
OLUR_00016492 	 Q9Y2G4
OLUR_00014986 	 B3EWZ6
OLUR_00002357 	 Q96L93
OLUR_00000228 	 Q9VVE5
OLUR_00004305 	 Q6P2X9
OLUR_00001888 	 A7MCS3
OLUR_00016177 	 A6QLU6
OLUR_00019269 	 Q9U8W7
OLUR_00022286 	 Q3ZBM4
OLUR_00001974 	 Q9UGM3
OLUR_00001973 	 Q29RY7
OLUR_00012857 	 Q7PD79
OLUR_00017669 	 Q6NVF0
OLUR_00021079 	 Q965M2
OLUR_00011807 	 O88281
OLUR_00005920 	 Q8N2E2
OLUR_00003117 	 Q9BY12
OLUR_00013331 	 O57460
OLUR_00023956 	 Q17QF9
OLUR_00004633 	 A6NNA5
OLUR_00002776 	 Q5RHP9
OLUR_00020798 	 Q32L81
OLUR_00020799 	 A8PU71
OLUR_00017613 	 Q28EH9
OLUR_00018517 	 Q6NWH1
OLUR_00013256 	 Q9U2R6
OLUR_00022929 	 Q86Y13
OLUR_00005218 	 Q9CXE6
OLUR_00005217 	 Q5RDI0
OLUR_00009101 	 A4FV48
OLUR_00001725 	 Q76BS1
OLUR_00023784 	 P13944
OLUR_00013513 	 Q96I25
OLUR_00013512 	 Q8JZX4
OLUR_00019607 	 P24643
OLUR_00022587 	 A0JNG0
OLUR_00019413 	 P74148
OLUR_00020880 	 Q5XGG5
OLUR_00020595 	 Q9BRZ2
OLUR_00014764 	 P12392
OLUR_00007464 	 Q9D8U4
OLUR_00008678 	 Q7TNC8
OLUR_00003197 	 Q40588
OLUR_00010832 	 Q14314
OLUR_00018946 	 Q6ZSM3
OLUR_00011649 	 Q92752
OLUR_00007391 	 P0CB05
OLUR_00009621 	 Q7RTX9
OLUR_00007461 	 A0JM56
OLUR_00018136 	 Q4G0X4
OLUR_00012237 	 P13667
OLUR_00012238 	 P13667
OLUR_00007676 	 Q8VHW4
OLUR_00013339 	 Q29PG4
OLUR_00007179 	 P48601
OLUR_00010447 	 P23574
OLUR_00011367 	 Q6GPA7
OLUR_00007341 	 Q924N4
OLUR_00000098 	 Q9UI36
OLUR_00000097 	 P57088
OLUR_00017210 	 P60323
OLUR_00009094 	 G5ECB1
OLUR_00020074 	 V5NAL9
OLUR_00015940 	 Q8BYI9
OLUR_00008068 	 D3ZYP5
OLUR_00009296 	 O93430
OLUR_00009297 	 O93430
OLUR_00002967 	 Q8VHK0
OLUR_00004117 	 O89110
OLUR_00024415 	 Q9R171
OLUR_00018802 	 Q5RBM3
OLUR_00013821 	 Q00546
OLUR_00019528 	 Q2HJ10
OLUR_00013496 	 P56941
OLUR_00021821 	 Q61121
OLUR_00001863 	 Q921N8
OLUR_00004222 	 Q9QZS6
OLUR_00009301 	 P15428
OLUR_00019311 	 Q96MM6
OLUR_00014146 	 Q5BJQ6
OLUR_00011736 	 P17342
OLUR_00016239 	 O14788
OLUR_00019749 	 P73392
OLUR_00022835 	 A0JPI9
OLUR_00016723 	 Q9U3P2
OLUR_00019987 	 V5NAL9
OLUR_00016419 	 Q20459
OLUR_00015946 	 Q6ZMW3
OLUR_00015945 	 Q6ZMW3
OLUR_00013295 	 P61212
OLUR_00012210 	 Q8HY24
OLUR_00018439 	 Q80Y75
OLUR_00002256 	 Q86UP9
OLUR_00022100 	 A2AJ76
OLUR_00013520 	 P82596
OLUR_00011618 	 Q60847
OLUR_00015678 	 E1BYJ2
OLUR_00022503 	 Q5EAW9
OLUR_00001622 	 O96790
OLUR_00019034 	 Q86Z23
OLUR_00015944 	 P04630
OLUR_00007737 	 Q0V7M8
OLUR_00020415 	 Q92547
OLUR_00015948 	 Q6NYX6
OLUR_00011953 	 O75096
OLUR_00005336 	 A5WUT8
OLUR_00024464 	 Q9NUV9
OLUR_00018773 	 Q9VZW5
OLUR_00007500 	 Q9H1P6
OLUR_00006696 	 Q96LX7
OLUR_00011643 	 Q96RW7
OLUR_00011745 	 Q8T062
OLUR_00008325 	 Q53G44
OLUR_00008618 	 Q66KK8
OLUR_00008788 	 P19370
OLUR_00017385 	 P58873
OLUR_00004878 	 Q9Y6G5
OLUR_00004311 	 Q6INU7
OLUR_00004310 	 B4F785
OLUR_00006391 	 O75581
OLUR_00009467 	 O94910
OLUR_00000144 	 Q9W683
OLUR_00000141 	 Q9YHY6
OLUR_00000143 	 P24456
OLUR_00000142 	 Q9QUP4
OLUR_00010826 	 Q9EPE9
OLUR_00015191 	 P48508
OLUR_00009300 	 O46606
OLUR_00005900 	 A2VDL9
OLUR_00020151 	 Q17QK8
OLUR_00014135 	 Q2KJC6
OLUR_00006507 	 Q14678
OLUR_00004317 	 Q5ZIF1
OLUR_00010803 	 Q61982
OLUR_00004642 	 Q6PFM4
OLUR_00012542 	 Q74GW7
OLUR_00006462 	 Q9YGL1
OLUR_00006463 	 Q5XHH7
OLUR_00006461 	 P00730
OLUR_00020985 	 O16025
OLUR_00015045 	 Q682S0
OLUR_00021065 	 P19419
OLUR_00013418 	 Q21920
OLUR_00012280 	 Q9Z0L8
OLUR_00017319 	 Q5REH2
OLUR_00000315 	 Q3SYU1
OLUR_00010580 	 P30260
OLUR_00007949 	 Q28178
OLUR_00015571 	 Q704V6
OLUR_00009268 	 Q5XI14
OLUR_00021833 	 B3CQC6
OLUR_00022485 	 Q8ITC9
OLUR_00003776 	 Q08C99
OLUR_00023431 	 Q9R0W9
OLUR_00020204 	 Q680I5
OLUR_00012281 	 P40983
OLUR_00004033 	 Q95M30
OLUR_00004034 	 Q9JI92
OLUR_00015734 	 O42275
OLUR_00010550 	 P07207
OLUR_00010549 	 P21783
OLUR_00003453 	 Q9P2E3
OLUR_00015069 	 Q9GUM2
OLUR_00013688 	 Q10576
OLUR_00005600 	 P22105
OLUR_00005601 	 Q15262
OLUR_00014338 	 P46419
OLUR_00005667 	 Q9VZW5
OLUR_00013802 	 Q80T91
OLUR_00023192 	 Q9CZJ2
OLUR_00020761 	 Q03064
OLUR_00010539 	 Q95254
OLUR_00010538 	 Q9HCF6
OLUR_00004244 	 P81139
OLUR_00008304 	 Q96SY0
OLUR_00013678 	 Q96FN9
OLUR_00003212 	 Q95LU3
OLUR_00014263 	 P31422
OLUR_00014262 	 Q14BI2
OLUR_00005316 	 P61315
OLUR_00015224 	 Q78S06
OLUR_00015223 	 Q2HJG5
OLUR_00015484 	 Q3URF8
OLUR_00005635 	 P46023
OLUR_00023934 	 Q9H8L6
OLUR_00003079 	 Q0IIX9
OLUR_00003081 	 Q6GPQ5
OLUR_00003080 	 Q6GPQ5
OLUR_00005627 	 P28683
OLUR_00001730 	 O14511
OLUR_00011119 	 P20918
OLUR_00022446 	 O08762
OLUR_00001702 	 Q61140
OLUR_00008963 	 Q61191
OLUR_00015128 	 Q6ZVM7
OLUR_00008518 	 P14318
OLUR_00014494 	 Q8BZG5
OLUR_00012262 	 Q8TC84
OLUR_00012261 	 Q66H07
OLUR_00020697 	 Q5DU00
OLUR_00021118 	 D3ZQG6
OLUR_00002729 	 Q8NBD8
OLUR_00024102 	 Q8K482
OLUR_00005138 	 P33981
OLUR_00005140 	 P33981
OLUR_00018122 	 Q5R947
OLUR_00010185 	 O95429
OLUR_00005584 	 Q9N5X6
OLUR_00000171 	 Q96I76
OLUR_00000172 	 P23811
OLUR_00014980 	 Q15262
OLUR_00004635 	 Q9X6U2
OLUR_00008737 	 A4FUM1
OLUR_00008244 	 Q8K0U4
OLUR_00013871 	 Q92878
OLUR_00008262 	 P46023
OLUR_00010882 	 Q8BI67
OLUR_00001579 	 P58197
OLUR_00001578 	 Q92754
OLUR_00001580 	 P58197
OLUR_00012011 	 Q6NS09
OLUR_00015496 	 O55040
OLUR_00008421 	 P83425
OLUR_00012500 	 Q70PU1
OLUR_00013179 	 Q05470
OLUR_00001629 	 P50163
OLUR_00024386 	 Q96HJ9
OLUR_00014281 	 A2CI35
OLUR_00006482 	 Q969R8
OLUR_00000827 	 Q9Y272
OLUR_00022072 	 A5FNE3
OLUR_00004935 	 Q08CG8
OLUR_00006621 	 P49797
OLUR_00020734 	 Q6PFY8
OLUR_00020046 	 Q9NWY4
OLUR_00017561 	 P07439
OLUR_00004692 	 Q9QYS1
OLUR_00010381 	 Q9VCA2
OLUR_00009519 	 P16066
OLUR_00010609 	 O43301
OLUR_00000474 	 Q96AD5
OLUR_00000473 	 Q0VDN7
OLUR_00023308 	 Q6PFY8
OLUR_00023577 	 Q40302
OLUR_00009098 	 Q5VT97
OLUR_00012984 	 P10079
OLUR_00011563 	 Q13976
OLUR_00018795 	 Q6V0I7
OLUR_00020537 	 Q28CF8
OLUR_00006141 	 Q6A039
OLUR_00017377 	 P36402
OLUR_00009959 	 O75382
OLUR_00004802 	 O43301
OLUR_00015150 	 Q6RF66
OLUR_00009542 	 Q9UBG0
OLUR_00014955 	 P09622
OLUR_00020484 	 Q63042
OLUR_00020993 	 Q2HJG2
OLUR_00002439 	 P24495
OLUR_00019848 	 Q9DGD1
OLUR_00020313 	 B3EWY7
OLUR_00015402 	 Q9CQ71
OLUR_00008631 	 Q68F35
OLUR_00024524 	 Q5XK67
OLUR_00002554 	 B3EWY9
OLUR_00019789 	 Q5G266
OLUR_00022009 	 O13997
OLUR_00005101 	 Q9DBG3
OLUR_00000243 	 Q7Z0T3
OLUR_00000246 	 Q9XTQ6
OLUR_00000244 	 Q9XTQ6
OLUR_00000242 	 O75063
OLUR_00008653 	 Q9D2J7
OLUR_00010045 	 A3KMZ6
OLUR_00015831 	 Q04721
OLUR_00007421 	 Q29076
OLUR_00016138 	 Q7JW12
OLUR_00002736 	 Q12955
OLUR_00002737 	 Q502K3
OLUR_00002898 	 O75443
OLUR_00002899 	 B3EWY9
OLUR_00002900 	 Q8N2S1
OLUR_00001299 	 Q641F0
OLUR_00006399 	 P15505
OLUR_00006398 	 P28758
OLUR_00009336 	 Q6AXY7
OLUR_00017598 	 Q5RGB8
OLUR_00004064 	 Q5RF32
OLUR_00009491 	 P25325
OLUR_00012309 	 Q8N3J2
OLUR_00021393 	 P21266
OLUR_00019122 	 Q05397
OLUR_00008907 	 O60308
OLUR_00006509 	 Q19673
OLUR_00014018 	 Q8R242
OLUR_00016208 	 Q8IVG5
OLUR_00003938 	 Q5ZCW1
OLUR_00016303 	 P15535
OLUR_00019143 	 Q8K0U4
OLUR_00006072 	 Q66IC8
OLUR_00006073 	 Q9H3P7
OLUR_00020945 	 P27473
OLUR_00013944 	 Q6SJQ8
OLUR_00022021 	 Q9U3A0
OLUR_00021973 	 O00602
OLUR_00012524 	 Q9VUL9
OLUR_00016720 	 Q68FE7
OLUR_00009340 	 O43301
OLUR_00020433 	 Q9UGM3
OLUR_00009290 	 Q9PU85
OLUR_00000420 	 Q5RFP3
OLUR_00000419 	 P55264
OLUR_00023553 	 Q80YX1
OLUR_00002104 	 Q5U249
OLUR_00003338 	 Q8NCG7
OLUR_00013744 	 P46023
OLUR_00010590 	 Q7Z7M0
OLUR_00015250 	 Q99P84
OLUR_00014024 	 O44252
OLUR_00015210 	 Q8ISQ3
OLUR_00002524 	 Q7Z6G8
OLUR_00020556 	 O00628
OLUR_00022229 	 P00185
OLUR_00018208 	 Q96MM6
OLUR_00020667 	 P35408
OLUR_00009927 	 P22695
OLUR_00021599 	 Q8NHV1
OLUR_00007881 	 Q7PD79
OLUR_00002690 	 Q9Y600
OLUR_00023390 	 Q00546
OLUR_00016478 	 E9QAM5
OLUR_00016477 	 Q9BYK8
OLUR_00019378 	 G5EBQ8
OLUR_00003703 	 P52825
OLUR_00003705 	 Q5U3U3
OLUR_00001202 	 Q16974
OLUR_00002896 	 Q8BNX1
OLUR_00002895 	 P41317
OLUR_00002894 	 P83941
OLUR_00021013 	 Q54468
OLUR_00019038 	 Q8NDA2
OLUR_00012937 	 Q64434
OLUR_00005408 	 Q19204
OLUR_00008927 	 Q8BU11
OLUR_00021867 	 Q6GM06
OLUR_00014067 	 Q9QW30
OLUR_00014528 	 Q9H5L6
OLUR_00004249 	 Q9CX98
OLUR_00002077 	 P24529
OLUR_00012193 	 P10039
OLUR_00010416 	 Q5E9T9
OLUR_00005590 	 Q32PJ7
OLUR_00001073 	 A0JPI9
OLUR_00001075 	 P40338
OLUR_00010552 	 Q9UBP9
OLUR_00001100 	 Q7ZU45
OLUR_00001102 	 Q5RAG8
OLUR_00015555 	 P77735
OLUR_00021327 	 O62809
OLUR_00021328 	 Q17094
OLUR_00020032 	 Q9TUD6
OLUR_00013856 	 P16157
OLUR_00013265 	 E7F6F9
OLUR_00001972 	 O95714
OLUR_00014989 	 O57422
OLUR_00004383 	 Q6ZS10
OLUR_00020655 	 P05090
OLUR_00010623 	 Q2KIU3
OLUR_00007799 	 Q14BV6
OLUR_00007800 	 A2BIR6
OLUR_00001354 	 Q9V4A7
OLUR_00012265 	 Q92847
OLUR_00018324 	 E7FAM5
OLUR_00012368 	 A8MXY4
OLUR_00010105 	 F7E235
OLUR_00004751 	 O00471
OLUR_00019710 	 Q9ES30
OLUR_00010324 	 Q9P2K3
OLUR_00022690 	 Q24157
OLUR_00008050 	 Q0P5B7
OLUR_00008049 	 Q7M370
OLUR_00022302 	 Q8BLQ9
OLUR_00020756 	 Q8CC70
OLUR_00017213 	 P47953
OLUR_00010070 	 E7FE13
OLUR_00020511 	 O60290
OLUR_00024267 	 Q70UZ7
OLUR_00004446 	 Q5U4F6
OLUR_00003572 	 Q9XWD6
OLUR_00017904 	 Q5EA91
OLUR_00013472 	 P80201
OLUR_00019770 	 Q9DB15
OLUR_00003350 	 Q8C8U0
OLUR_00013176 	 D2GXS7
OLUR_00011553 	 P49614
OLUR_00000707 	 Q93127
OLUR_00017126 	 Q8HXX6
OLUR_00003531 	 O54698
OLUR_00003532 	 Q9BYU1
OLUR_00022776 	 P34244
OLUR_00013565 	 A6QP74
OLUR_00004090 	 Q9D1I5
OLUR_00015443 	 P17972
OLUR_00018918 	 Q9CW42
OLUR_00016621 	 D9IQ16
OLUR_00004774 	 P98158
OLUR_00004775 	 C7G0B5
OLUR_00011789 	 P60010
OLUR_00022255 	 Q9FWW6
OLUR_00013432 	 Q8T062
OLUR_00023722 	 O73791
OLUR_00023459 	 Q28691
OLUR_00013833 	 G5EDR5
OLUR_00013140 	 Q6IDD9
OLUR_00005643 	 Q9W5U2
OLUR_00017504 	 Q92626
OLUR_00006781 	 Q04786
OLUR_00023209 	 Q9NU22
OLUR_00012607 	 Q5R7N3
OLUR_00012609 	 Q9HCD6
OLUR_00016023 	 Q99KN1
OLUR_00018681 	 A0A0B5A8P8
OLUR_00014687 	 Q9V5N8
OLUR_00000335 	 Q8N695
OLUR_00000334 	 Q3ZMH1
OLUR_00024442 	 Q00546
OLUR_00021908 	 Q460N5
OLUR_00019993 	 Q0ZDF7
OLUR_00005744 	 Q8IWE5
OLUR_00008796 	 Q86YT6
OLUR_00018558 	 Q6NW29
OLUR_00010337 	 O35608
OLUR_00005962 	 P30974
OLUR_00009059 	 Q9VVN2
OLUR_00010982 	 P97402
OLUR_00006672 	 Q1LZE9
OLUR_00024117 	 Q5RJ80
OLUR_00019708 	 Q67EQ1
OLUR_00012988 	 Q24307
OLUR_00017097 	 D3YXG0
OLUR_00003959 	 P55265
OLUR_00014110 	 P0CS68
OLUR_00020888 	 P42674
OLUR_00018091 	 Q3YBR2
OLUR_00003037 	 Q2Y0W8
OLUR_00020182 	 Q16RX1
OLUR_00014925 	 Q9VR91
OLUR_00024474 	 P83425
OLUR_00002931 	 Q3SZW1
OLUR_00002930 	 Q61241
OLUR_00008539 	 Q9Y2P5
OLUR_00002049 	 Q8IVL0
OLUR_00014126 	 Q8R2S1
OLUR_00007932 	 Q9V9S7
OLUR_00000675 	 Q8N6Q8
OLUR_00014339 	 Q32TF8
OLUR_00003500 	 F1N5V1
OLUR_00024162 	 Q99K85
OLUR_00001681 	 Q9Y6Q3
OLUR_00016730 	 B3EWY7
OLUR_00021290 	 O57321
OLUR_00002007 	 Q9C056
OLUR_00020949 	 Q9CY97
OLUR_00006232 	 Q9H611
OLUR_00012717 	 Q6DEB4
OLUR_00012329 	 Q5EA25
OLUR_00013935 	 Q86Z23
OLUR_00018203 	 Q86Z23
OLUR_00008857 	 Q4R7U0
OLUR_00004820 	 A9JS49
OLUR_00004819 	 P20735
OLUR_00011363 	 Q6ZWJ8
OLUR_00017341 	 O46102
OLUR_00010396 	 Q9UKN7
OLUR_00010397 	 Q5R7A2
OLUR_00021136 	 Q5BKQ4
OLUR_00008545 	 Q460N5
OLUR_00000751 	 P0C7B7
OLUR_00017984 	 Q0P4F7
OLUR_00015588 	 P42325
OLUR_00005231 	 Q63415
OLUR_00016979 	 Q5ZEQ8
OLUR_00006603 	 Q9VFC8
OLUR_00015597 	 Q5S006
OLUR_00003716 	 B2RU80
OLUR_00021466 	 Q2LK54
OLUR_00015497 	 P49013
OLUR_00003673 	 Q8AY68
OLUR_00001476 	 F1Q506
OLUR_00023533 	 A1XQX2
OLUR_00009371 	 Q0V9R3
OLUR_00007509 	 Q16549
OLUR_00016699 	 Q6DE75
OLUR_00007548 	 O75352
OLUR_00006063 	 Q9Y345
OLUR_00011628 	 Q61425
OLUR_00022366 	 P46023
OLUR_00009090 	 O88267
OLUR_00011481 	 Q566B1
OLUR_00024477 	 Q66J52
OLUR_00020782 	 Q28178
OLUR_00000662 	 P0C6A0
OLUR_00000664 	 Q9Z139
OLUR_00011502 	 Q5BJ68
OLUR_00014221 	 Q8BNJ6
OLUR_00014448 	 Q6ZS10
OLUR_00023125 	 P0C872
OLUR_00000946 	 O35625
OLUR_00000947 	 G3V7W1
OLUR_00015446 	 Q63844
OLUR_00014034 	 Q9H8W5
OLUR_00013602 	 Q2T9K6
OLUR_00006983 	 Q61006
OLUR_00010320 	 Q5RCH8
OLUR_00004891 	 Q8BTH6
OLUR_00004892 	 Q8YA32
OLUR_00012916 	 Q09323
OLUR_00014397 	 O61366
OLUR_00015793 	 Q9ERK7
OLUR_00016796 	 P0DMQ5
OLUR_00022361 	 Q8K368
OLUR_00024281 	 Q7Z5L3
OLUR_00017628 	 P74148
OLUR_00012550 	 Q9UL16
OLUR_00010067 	 Q5RJ80
OLUR_00022156 	 Q91XQ0
OLUR_00009752 	 O75197
OLUR_00007442 	 Q5R4Q3
OLUR_00007142 	 Q9DA37
OLUR_00011817 	 P35858
OLUR_00008971 	 Q62513
OLUR_00017752 	 Q3Y4E2
OLUR_00019682 	 B3EWZ5
OLUR_00015562 	 P62309
OLUR_00009410 	 O17185
OLUR_00005984 	 P34457
OLUR_00023074 	 Q3T0C2
OLUR_00011681 	 Q7TSV3
OLUR_00009484 	 Q6AY72
OLUR_00012601 	 Q05927
